author,rating,title,content,updated_date
중앙경기,5,국민은행 대천지점,매우 친절하고 업무 효율성도 최고입니다,2025-06-19T21:56:16-07:00
hlkona,1,전체계좌보기 홈화면에 크게,전체계좌보기 찾는데 한참걸렸어요,2025-06-19T21:22:28-07:00
뀬하,5,보안직원,너무 친절해요!!!,2025-06-19T21:13:55-07:00
으니강,5,엔화환전,온라인으로 간단하게 신청할 구 있고 원하는 지점 선택해서 찾을 수 있어 좋아요~~,2025-06-19T20:12:39-07:00
윈씨지,5,Kb스타뱅킹,"앱 사용이 편리합니다
다양한 혜택아 제공되고 메뉴 찾기가 좋아요",2025-06-19T18:41:53-07:00
효리224,4,간편해요,간편하게 가입되어편해요,2025-06-19T17:42:04-07:00
카카미네 린,5,앱 좋아요,연말에 동창회 모임에 사용하기 위해서 가입했습니다. 잊혀진 것으로 생각했다가 만기일에 잘 사용할 예정입니다.,2025-06-19T17:25:31-07:00
엉터리 대스타,1,사용성 개선이 아니라 더 불편해짐,타행 계좌들은 보이지도 않고 찾기 힘들게 불편해짐,2025-06-19T06:38:41-07:00
킴쏘1017,5,좋아요,터치몇번으로 참편하게 이용해요,2025-06-19T01:33:22-07:00
살랑살랑9,5,계좌개설,은행까지 가지 않고도 계좌개설이 쉬워요.,2025-06-19T00:25:20-07:00
힘내세요^.^,5,환율 굿,환율 우대 많이 해줘서 너무 좋아요~~~,2025-06-18T23:49:03-07:00
네에네네에,4,좋아요,좋은데 너무 귀찮게 해요 급한데 ㅠ 이해는 합니다,2025-06-18T23:05:40-07:00
국민이에영,5,환전,굿,2025-06-18T22:18:04-07:00
하늘경치,5,kb스타뱅킹,사용하기 편해요,2025-06-18T22:16:09-07:00
나나그린,5,좋습니다,좋아요,2025-06-18T21:09:22-07:00
Sigoldabang,5,온라인으로 이용제한 해제 편리,온라인으로 장기 미사용 계좌 이용제한 해제하니 너무 간편하네요~,2025-06-18T19:07:28-07:00
doong1234,5,간편하고 빨라요!,좋은기능이 자주추가되고 간편하고 빨라서 좋아요!,2025-06-18T18:56:10-07:00
AfricanTiya,5,친절한 국민,친절한 설명 감사합니다,2025-06-18T18:49:22-07:00
아기고양이1,5,편리합니다.,지점에 가지않고도 처리되서 편리합니다.,2025-06-18T18:29:20-07:00
차현!,5,한도변경,한도변경 넘 편하게 했어요! 지점에 가지않고서~ㅋ,2025-06-18T17:38:07-07:00
맛나는 쿠키,5,만족,만족합니다,2025-06-18T15:39:25-07:00
호박이 넝쿨째,5,외환교환,편리함,2025-06-18T14:40:08-07:00
호달이꽁,5,좋아요,빠른 처리 감사합니다.,2025-06-18T06:53:46-07:00
반가워요^^,5,쉽빠름!,쉽고 빠름! 돈 모을 준비 완료!,2025-06-18T05:18:14-07:00
유교수,5,편리한 환전,"해외여행시 주거래 은행에서 환전하니 너무 편하고 좋네요
사실 공항에서 환전하는데
복잡하고 줄을 서서 기다려야 했거든요",2025-06-18T04:53:48-07:00
제시 1,5,빠른신청,빠게 처리 잘되ㅛ어요,2025-06-18T03:51:51-07:00
햇뚱,5,조아요,좋음,2025-06-18T03:40:14-07:00
07DanBi22,1,모바일 신분증으로 은행업무 가능한 내용 확인하고 감,"모바일 신분증으로 가능한 업무로 신청했는데 서교동 종합업무 은행직원은 업무 가능하다고 써진 내용 읽지도 않고 본인이 모바일신분증 안써서 모른다고 비아냥대네요
퇴근 30분남아서 그런건지 뭔지
이럴거면 신분증 사용가능하다고 왜 써둔건가요?
직원들은 본인 업장에서 만든 모바일신분증 관련해서 아는게 없는게 말이되나 ㅋㅋ 일처리 똑바로 하라고 교육 안하나봐요",2025-06-18T02:15:59-07:00
HSE최고,5,편하게 개선되었어요,이제 국민은행 어플이 많이 개선 된거 같아요,2025-06-18T01:58:45-07:00
핑브,5,휴면계좌도 찾아주고,몰랐던 돈도 찾고 좋은데용?,2025-06-18T01:25:26-07:00
얀77777,5,환전,쉽게 되어있어요,2025-06-18T01:15:53-07:00
Cizilla,5,친절하게 설명 해주셨습니다.,직원분이 친절하게 설명 해주셨습니다.,2025-06-18T01:11:01-07:00
지구엄마,5,최고,최고에요,2025-06-18T00:13:47-07:00
jjjasonKwon,5,좋아요,국민1등 은행 이유가 필요할까요,2025-06-17T23:52:41-07:00
체스맨2022,5,감사합니다,서비스가 편해요,2025-06-17T23:46:12-07:00
중산동왕코,5,만족,만족합니다,2025-06-17T23:00:41-07:00
주황아티,5,좋아요,편하고 좋아요,2025-06-17T22:23:20-07:00
기리보이 40,5,휴면예금 환급금,생각지도 못한건데 넘감사드립니다 와. 대뱍이다,2025-06-17T22:13:27-07:00
강변북로 구리방향 3차선,5,정기예금 가입,금리는 낮지만 만족해요,2025-06-17T21:34:46-07:00
Jangjiny,5,휴면계좌 복원,초스피드처리,2025-06-17T21:15:55-07:00
chonsa1004,5,1년적금,"ㅇㅇㅇㅇㅇ항상 앱으로 예금을 했었는데, 금리 상담하다 영상으로 정기예금도하고,친절한 정보도 듣고 유익하고 감사했습니다.fighting^^👍",2025-06-17T18:59:20-07:00
웅평,5,앱관리,환전이 편리해요,2025-06-17T18:40:11-07:00
.......QWERTYUIO,5,환전 완전 편합니다,너무 편하고 좋습니다! ^^,2025-06-17T17:40:39-07:00
합정동 뱀파이어,1,대환대출,아주 간편해요,2025-06-17T17:27:53-07:00
star010%$,5,환전 업무,왐전 편리합니다,2025-06-17T17:07:36-07:00
루루루짱!,4,짱!,아주 편리하네여~,2025-06-17T14:16:17-07:00
NK GH LTD,5,이체한도 변경,촣다 촣다,2025-06-17T10:06:27-07:00
슈비0307,5,빠른가입,좋아요,2025-06-17T09:03:41-07:00
ㅊㅋㄴㅁ,4,G,H,2025-06-17T08:27:19-07:00
이리오다가,5,편해요,잘쓰고 있어요,2025-06-17T07:06:26-07:00
Diawater,5,"신속, 편리",감사합니다,2025-06-17T06:40:13-07:00
세상내꺼76,5,외환환전,아주 쉬워요,2025-06-17T05:20:59-07:00
Tolsu,5,정기예금,편리하고 간편하게 이용할수 있어서 만족합니다,2025-06-17T02:39:57-07:00
jlovejesus,5,좋아요,좋아요,2025-06-17T00:35:07-07:00
dkdbdvv,5,애용하고있는어플,"대학생때부터 국민을 주거래로 사용하고 있습니다!
어플은 언제생긴지 기억은 안나지만
주택청약 가능했을 때도 편리했고 지금도 입출금 아주 간편하게 사용하고 있습니다:)",2025-06-17T00:32:14-07:00
무개념이다,5,굿,굿,2025-06-16T22:50:08-07:00
태위지,5,인터넷뱅킹 가입,좋아요,2025-06-16T22:48:01-07:00
배너배너,5,편해서 좋아요,편해서 좋아요,2025-06-16T22:46:00-07:00
와이요요,4,간편하게 가입하는 예금,신속하고 빠르게 가입 할수 있어 너무 좋아요,2025-06-16T22:12:10-07:00
맨후,5,환전서비스,모바일로 신청하는 방법이 아주 간결하고 쉽게 되어 있네요.,2025-06-16T20:32:27-07:00
벗꽃나비,5,감사합니다,좋은 시스템입니다,2025-06-16T20:03:51-07:00
뜨끼,5,국,국,2025-06-16T19:58:45-07:00
로봇 왕😀😀😀😘👍,5,환전신청,간단하고 편하고 유용해요~^^,2025-06-16T19:43:53-07:00
한난님,5,비대면 인증!!! 최고,"이전에비해 신속하고 깔끔
한 인증과 모바일 진행!!! 너무 좋아졌네요!",2025-06-16T19:17:35-07:00
ㅎㅎㅎ히넺,5,휴먼예금 보험금찾기,필요한 상황에 맞는 정보를 잘 주는것같아요,2025-06-16T18:36:53-07:00
굿굿굿타임,5,환전,최미경 직원의 친절함에 매우 만족했습니다,2025-06-16T18:28:54-07:00
댕댕구리 이,5,굿,아주편리함,2025-06-16T18:13:12-07:00
정밀샷,5,발전하는 앱,점점 편해지는 것 같아요,2025-06-16T18:06:54-07:00
KB 짱,5,이체한도,빠른조치,2025-06-16T17:05:48-07:00
머싯는노오오옴,5,좋아요,좋아요,2025-06-16T07:36:19-07:00
가을이조앙,5,**^^**,❤️,2025-06-16T05:32:27-07:00
지숨ii,5,잘사용하고잇어요,잘사용하고 편해요,2025-06-16T04:29:51-07:00
옛날소세지,5,앱에서 찾기가,힘들어요,2025-06-16T04:16:07-07:00
쿵내동,5,너무 친절하십니다!,너무 친절하시고 스마트 하세요!,2025-06-16T01:23:53-07:00
윤아가은아빠,5,환율이 아주 편합니다,우대환율도 자동 선택되서 아주 편해요,2025-06-16T00:03:32-07:00
구우웃모오닝,5,알아서 척척,잊고 있던 정보도 알아서 챙겨주니 너무 좋네오,2025-06-15T23:06:50-07:00
일로읍만세,5,정기예금,간편가입 편해요,2025-06-15T22:47:14-07:00
좋아요좋아요굿굿구수,5,직원,좋아요,2025-06-15T22:47:00-07:00
향기54,5,휴먼계좌 잔고 확인,생각지도 못한 휴먼계좌에서 쉽게 잔고를 찾았습니다,2025-06-15T22:41:41-07:00
jhyl3589,1,고객얼굴확인제도 없애시죠..,지금 몇일째 고객얼굴확인제도때매 거래를 못하고있습니다. 어느 누구든지간에 신분증 사진이란게 달라보일수도 있고 세월이 지나면 다르게 보이기 마련인데 왜 이딴 시스템을 도입해서 번거롭게 하는지 모르겠네요.,2025-06-15T21:58:50-07:00
초코000,4,스마트 비번 바꾸기,편리하고 좋아요,2025-06-15T21:33:53-07:00
바탕탕,4,하나로 쉽게,여러 가지 금융 업무를 간단하게 처리할 수 있습니다. 앱의 운용이 친절하다는 느낌이 들어요. 좋습니다.,2025-06-15T21:05:27-07:00
준스타79,5,굿,굿,2025-06-15T20:33:23-07:00
만수 엄마,5,내슫다일,알아보기 쉽도록 알려주고 잊어버린것도 잘챙겨줘서 굿이예요,2025-06-15T19:32:54-07:00
노벨마미,5,굿,굿,2025-06-15T19:25:53-07:00
보바마100000,5,굳,앱이 날이갈수록 발전중 편리해지고있어요,2025-06-15T19:22:50-07:00
달자언니,5,하루에 2-3번은 꼭 들어가게 되요,"성인이 된 후 첫 거래 은행이었는데 16년 넘은 지금까지 주거래 은행이네요. 
주택청약부터 기타 적금 등 거의 모든 금융거래는 다 국민은행이다보니 스타뱅킹 어플 하나로 다 되서 무척 편하고 빠르게 사용하고 있어요.",2025-06-15T19:05:45-07:00
모한우,5,잘 사용하고 있습니다,잘 사용하고 있습니다,2025-06-15T18:57:55-07:00
좋아요 굳굳굿!!,1,스마트서류제출 오류,"스마트서류제출 > 행정정보조회 실행에서 아무런 키도 먹히지 않는 오류가 발생됩니다. 화면도 상단 안내문구랑 최하간 확인 버튼만 있는거 보면 가운데 내용부분도 못불러오는 것 같습니다. 
어플 업그레이드해도 현상 동일합니다. 
(기종 아이폰 14)",2025-06-15T18:18:41-07:00
NancyBJM,5,써비스 최고,대한민국의 최고 은행,2025-06-15T14:28:11-07:00
노무6969,1,개같이 만들엇네,ㅅㅂ련들아 미성년자가입인데 신분증 사진 처올리라는건 뭔 개소리냐 시벌련들아,2025-06-15T08:25:42-07:00
기노리다,5,굿굿,굿굿,2025-06-15T07:49:44-07:00
비우라아,4,좋아요,어플이 편하고 좋아요,2025-06-15T04:44:52-07:00
이런것도 쓰기싫다,1,하나도 아까워요,청소년 카드는 쓰지마세요,2025-06-14T02:49:01-07:00
Sshsjdock,5,오래쓰고있어요,좀 더 보기편하게 레이아웃이 바뀌면 좋겠지만 (자주 해매서요) 그래도 여러모로 잘 쓰고있습니다~!,2025-06-13T21:47:29-07:00
RENUY-,4,서비스가 좋음,"옛날보다 좋아졌음, 금융 뿐만 아니라 공공정보 제공등 계속 좋은서비스 부탁",2025-06-13T19:45:18-07:00
하늘지니93,5,편리한 예금,원터치로 은행안가도 예금들수있어 편합니다,2025-06-13T18:19:59-07:00
다잉다인,5,이체한도,감사합니다.,2025-06-13T18:06:10-07:00
송파 방이동,5,적금,예금적금상품금리,2025-06-13T08:48:06-07:00
아웅이님임,5,오랜 시간 같이한 앱,점점 좋아지고 있는 국민은행앱! 가독성이 점점 좋아지는 것 같아요. 예금적금 상품도 비교분석하기 좋았으면 좋겠어요.,2025-06-13T06:46:31-07:00
choi sanghee,5,스타벤킹,접근성 및 편리성이 뛰어남,2025-06-13T06:24:50-07:00
미~치긋네!!,5,정기예금,뻐르고 편리해요~,2025-06-13T04:57:25-07:00
cgurgnpokmzs,5,국민은행 앱,필요한 업무를 간단하고 빠르게 볼 수 있어서 좋아요 ~^^,2025-06-13T04:35:52-07:00
수지214,1,로그인문제,"아니 요즘 신분증 얼굴 확인이 왠말?
20대때 화장하고 찍은걸 집에서 생얼에 얼굴인식이 될리가ㅡㅡ 귀찮아 아예 가입이안되서",2025-06-13T04:33:53-07:00
고랑께,5,편리합니다,편리합니다,2025-06-13T01:04:04-07:00
러아뉴아류,5,너무 만족해요,친절하게 설명해주셔서 감사합니다,2025-06-13T00:58:42-07:00
duggubi,5,만족,만족,2025-06-13T00:54:04-07:00
리라루리라,5,ㅎㅎ,편하고 좋습니다,2025-06-13T00:06:04-07:00
미소맘1004,5,만족,만족,2025-06-12T23:53:24-07:00
현작,4,잘 사용하고 있어요.,예적금 자동이체 잘쓰고 있어요,2025-06-12T23:45:15-07:00
투샷전문거,4,아이콘을 메인 화면으로 더 크게,"KB스타뱅킹은 다양한 이벤트와 상품에 대한 접근성이 좋긴한데, 예전보다 다소 많은 기능과 상품 정보들로 인해 복잡해졌어요. 가장 많이 사용하는 정보만 하단의 아이콘이 아닌, 메인 화면에 큰 아이콘으로 변경해 주시는 건 어떤가요? 이제 금융앱은 어르신들도 많이 사용한다고 합니다",2025-06-12T23:37:46-07:00
루가랭,5,환전신청,우대환율 받고 좋습니다,2025-06-12T23:30:39-07:00
쉐린맘,5,정기예금,방법이 간단하다.,2025-06-12T23:15:27-07:00
아ㅗ남!,4,간단하여 좋음,간편해서 좋음,2025-06-12T22:49:09-07:00
구갈매gmjy,5,최고에요,케이비 최고,2025-06-12T22:31:08-07:00
의량공주,5,이체한도변경,편리해요,2025-06-12T22:00:37-07:00
님이오신날,5,깔뜸단순,깔끔단수,2025-06-12T21:32:33-07:00
핑쑨이,5,편해요,"잘설명이 된듯해요
가입하기 편해요",2025-06-12T21:22:55-07:00
matwome,5,Good,간편해요,2025-06-12T20:57:13-07:00
mizzang2,5,빠르고 쉬워요.,앱으로 빠르고 쉽게 처리할수 있어요,2025-06-12T20:47:47-07:00
winneyi,5,간편하고 쉬운 gui,직관적인 gui가 편리함.,2025-06-12T19:16:10-07:00
스타적금,5,적금,간단하면서도 빠르게 처리 가능해요 편리해요,2025-06-12T18:55:50-07:00
부산사는맘,5,국민정기예금가입,간편하게모바일로가입~,2025-06-12T18:27:30-07:00
스위티68,5,환전은 언제나 KB,외화 환전은 언제나 KB!!,2025-06-12T17:56:19-07:00
Walker0772,5,환전,편리해요,2025-06-12T17:55:17-07:00
캐논정,5,실행오류 사용불능상태,"iphone6.ios8
업데이트후 부터 실행이 튕겨요??
버그 수정해주세요.",2025-06-12T14:56:00-07:00
가도윤,5,적금하기,다양한상품 으로 만족해요,2025-06-12T07:14:19-07:00
찌1988,5,실손보험 빠른청구,실손보험 빠른청구 메뉴를 잘 사용하고있는데요. 이번주내내 서비스가 일시적으로 지연되고있다면서 사용할수없는 알림문구가 뜹니다. 금방 정상화될줄알았는데 이번주내내 사용불가이네요. 언제쯤 정상화될까요?,2025-06-12T06:48:53-07:00
김체은,5,good 만족합니다,만족합니다,2025-06-12T03:38:29-07:00
콩보리맘,5,적금,편리하고 쉽게 적금가입했어요,2025-06-12T01:32:36-07:00
오지망,5,굿,굿,2025-06-12T00:01:00-07:00
베네치아₩,5,이체,빨라요,2025-06-11T23:01:55-07:00
내마음의상자,4,좋아요,좋아요,2025-06-11T22:20:35-07:00
심심한 앵무새,5,만족해요,어플 사용 편해요,2025-06-11T21:25:50-07:00
먼지 카우 오키,5,영상통화,친절하세요,2025-06-11T20:26:07-07:00
Elly1206,5,비대면 개설 너무 편해요,열심히 모아 보겠습니다,2025-06-11T18:50:38-07:00
요나쓰으으,5,좋아요,편리해요. 만족해요 :),2025-06-11T14:20:23-07:00
kimhs6931,5,한도변경,시스템이 잘 되있어 너무너무 좋아요~~^^,2025-06-11T07:53:55-07:00
일산안토니,5,편리하고 좋아요,간편 편리 신속,2025-06-11T03:57:10-07:00
작은소리님,5,적금가입 쉽게하기,인터넷으로 적금가입을 쉽게 하였습니다.,2025-06-11T03:41:41-07:00
Bringup,5,환전,만족,2025-06-11T03:11:07-07:00
국민을 사랑하자,5,스타뱅킹,너무 좋아용,2025-06-11T02:04:26-07:00
마세라띠,5,굳,굳이에요 개빠룸,2025-06-11T00:11:01-07:00
레이스짱,4,적금가입,간편하게 가입을 할수있어 좋네요.,2025-06-10T23:59:47-07:00
y3315301,5,만족,강추!!,2025-06-10T23:31:06-07:00
환전👍,5,환전,공항에서 바로 수령~권종 선택 가능~너무 편하네요^^,2025-06-10T23:17:10-07:00
정명숙,3,좋아요,ㅎㅎ,2025-06-10T22:21:47-07:00
간디비엠,5,간단하고 너무 좋아요,아주 편안하게 처리했습니다,2025-06-10T22:18:05-07:00
Junnnnayyyyyaas,5,편의,사용하기 편합니다,2025-06-10T21:39:57-07:00
치슈맘,5,빠른서비스 좋은금융상품권유 굿,굿입니다,2025-06-10T20:51:46-07:00
오서서,5,적금,편리하고 간편해요,2025-06-10T20:40:55-07:00
로살리아,5,이체상향,편리해요,2025-06-10T20:31:05-07:00
오기로키운다,5,친절합니다,친절한상담 감사합니다,2025-06-10T20:27:49-07:00
모종박멸,5,간편한 인터페이스 만족스러워요,간편하고 쉽게 회원가입할 수 있었어요,2025-06-10T20:03:15-07:00
SrLrOi,5,예금,좋아요,2025-06-10T19:37:36-07:00
영유마미,5,환전은 국민은행,환전은 국민은행이 제일 편해요 편리한 서비스 너무 감사합니다^^,2025-06-10T19:36:48-07:00
연두맘2,5,^^,^^,2025-06-10T18:56:58-07:00
안변01,5,통장개설,아주 편리하고 쉽게 접근 가능,2025-06-10T18:44:30-07:00
샤미2323,5,애플 하루에 몇번씩 버그,하루에 몇펀씩 접속 불가. 앱 새로 깔아도 마찬가지 당나라 앱,2025-06-10T17:43:40-07:00
비단물고기,5,말해뭐해 국민행복 국민은행,최고 어플,2025-06-10T17:12:42-07:00
eettuujhgds,5,좋아요,좋아요,2025-06-10T16:33:05-07:00
혜르말룡,5,다양한 기능,잘 사용하고 있습니다^^,2025-06-10T13:11:19-07:00
은ㅇㄱ,5,조아요,사용하기 편해요,2025-06-10T11:01:57-07:00
고고고고ㅗ곡링,5,좋아요,좋아요,2025-06-10T07:12:50-07:00
옝꿍,3,와이파이 상태일 때만 로그인됩니다,데이터로는 로그인이 안돼요 예전부터 그랬는데 원래 그런가요﹖ 와이파이로만 들어가지니까 너무 불편해요,2025-06-10T05:33:49-07:00
서은선😘,5,유용하게 잘 쓰고 있어요~~,유용하게 잘쓰고있어용,2025-06-10T05:07:18-07:00
도반탕,5,국민 은행,완전 친철해요 최고 내 은행,2025-06-10T05:05:58-07:00
아델킹,5,굳,굳,2025-06-10T04:31:48-07:00
조(주임),5,앱에 대한 리뷰,편리하고 간편한 kb 스타뱅킹 더나은 서비스 기대하겠습니다.,2025-06-10T04:01:16-07:00
재밋거요 ㅋㅋ,5,Kb,"가입이 편하고 좋아요
대박나세요",2025-06-10T02:40:55-07:00
안혜적,5,빠르고 간편해요,렉하나 없이 빠릿빠릿하게 잘 진행되니까 너무 편하고 좋아요,2025-06-10T01:45:40-07:00
밥그레이,5,가입 쉬워요,편하게 잘했습니다~,2025-06-10T01:14:41-07:00
belove69,5,편리하게,잘 사용합니다.,2025-06-10T00:28:54-07:00
화양구구,5,환전,공항에서 편하게 받는 환전신청 너무 편합니다,2025-06-09T23:43:43-07:00
스타타타핑,5,빠름,조금 렉이 걸리지만 ㄱㅊ,2025-06-09T23:35:11-07:00
woouuzi,5,편한 ui,간결한 처리 쉬운 인터페이스,2025-06-09T23:28:40-07:00
광고가미쳤네,5,빠르게 개설됩니다,빠르게 개설됩니다,2025-06-09T23:25:26-07:00
철강보국,4,이용자 편의성,UI/UX가 개선으로 이용자 편의성이 많이 좋아졌습니다.,2025-06-09T22:52:39-07:00
은빛부활,5,최고,굿,2025-06-09T22:05:58-07:00
postkr,1,"신분증, 얼굴인식 짜증남","겨우겨우 신분증 인식 해놨더니 얼굴인식까지 튀어나오고 인식도 더럽게 안되는데 횟수제한까지 있질않나... 은행을 못가니까 어플을 이용하는건데 인식은 더럽게 안되고 고객확인의무는 저 두개가 안되니까 확인도 안되고.. 개짜증남 진짜.
저번에도 계속 안되서 결국 월차내고 은행갔는데 좀 개선 좀 해요. 진심 욕나옴.. 하",2025-06-09T21:58:28-07:00
서울 이모,5,모바일 서비스 업그레이드,"해외 거주가 꽤 오래 되었는데, 이체 한도 증액도 모바일로 되네요. 많은 서비스들이 모바일로 되니 국민은행 사용이 정말 편리 해 집니다.",2025-06-09T21:31:06-07:00
재욱아내,3,굿,굿,2025-06-09T21:15:25-07:00
알돌달록,5,좋아유,깔끔하고 ㅎㅎ 되는것도 많구 좋습니다,2025-06-09T21:07:47-07:00
모이나,4,좋아요.,간편하고 보안이 좋아요.,2025-06-09T20:53:28-07:00
JIN SHAHU,5,급여계좌 신규,선부동동금센터 유우석 대리. 매우 친절함,2025-06-09T20:49:38-07:00
Blue20153200!,1,햄벅,햄벅💕❤️,2025-06-09T20:14:45-07:00
멍이봄이,5,굿,잼있어요,2025-06-09T20:11:28-07:00
공부 좋아요,4,친절해요~~^^,만족해요^^,2025-06-09T20:04:18-07:00
micamun,5,만족합니다,좋아요,2025-06-09T19:34:38-07:00
내가 너무 내가,5,라뷰,😚,2025-06-09T19:18:28-07:00
햇살방,5,인터넷 예적금,편하고 좋아요!!,2025-06-09T18:05:18-07:00
ㅅ ㅏ기..개,5,만족,굿,2025-06-09T18:05:00-07:00
하나비블루,5,적금가입이 편리,직관적 필요정보만 보며 적금가입이 가능함,2025-06-09T17:27:13-07:00
Demian1423,5,에러가 없어서 좋음,일단 갑자기 꺼지거나 에러나거나 이런거 전혀 없음. 좋음.,2025-06-09T17:07:20-07:00
한 번더!,5,만족,굿,2025-06-09T15:49:06-07:00
도짱님,5,아주친절하게 해주셨어요,아주 친절하게 해주셨어요,2025-06-09T07:53:22-07:00
이우정이,5,조아요,나는조아요,2025-06-09T07:18:43-07:00
피쉬중독,5,어플사용,만족합니다~~ 보기 편해요^^,2025-06-09T03:46:00-07:00
솔지단지,5,해택도 많고 좋아요,항상 애용하고 있습니다,2025-06-09T03:04:12-07:00
캐시받자,3,예금,간편해서 좋아요,2025-06-09T01:09:05-07:00
그린블링,5,특별한적금,나만을위한적금입니다,2025-06-08T23:24:35-07:00
토이영,5,박현규,"은행에 갈 필요없이 편리하게 사용합니다 화면 구성과 폰트도 보기 좋아요
간혹 별 모으는 재미도 있습니다",2025-06-08T22:25:07-07:00
칼잊으마,5,친절하고 좋아요.,맘에 쏙 들어요^^,2025-06-08T22:02:42-07:00
공쥬냥집사,5,지점 안내 감사해요!,"번호표 뽑고 대기 중이었는데, 직원 분 께서 앞으로 환전 신청 하라고 안내해 주셔서 너무 편하게 업무 마쳤습니다. 감사합니다.",2025-06-08T22:01:46-07:00
special jj,5,매일 사용하는 앱,모바일로 뱅킹업무를 보다보니 매일 kb스타뱅킹 앱을 사용하고 있습니다 다채로운 정보도 접하고 사용이 편리해서 만족하며 사용중입니다,2025-06-08T21:56:21-07:00
아니보리,5,편리해요,환전 및 이체에 용이해여,2025-06-08T21:56:08-07:00
jaesooa,5,너무 좋아요. 편리해졌어요 너무 너무 편해요,좋아요,2025-06-08T21:52:46-07:00
Soniayoon,5,정기예금,은행문 열기전에 가입힐수 있어서만족해요,2025-06-08T21:34:33-07:00
고려왕김유신,5,상담사 칭찬,"최영훈 상담원 상담을 매우 친절히
해주셔서 중간에 어려움을 모두 해결했습니다 매우칭찬드립니다",2025-06-08T21:05:55-07:00
llmmjjll,5,편리합니다,최고입니다,2025-06-08T21:04:49-07:00
알고잡은남,5,이체상향,쉽고 편해 좋아유,2025-06-08T21:01:35-07:00
국민은행사용자1,5,적금 및 예금 상담,"상담해주신 선생님들 모두 친절하시고 핸드폰으로 바로바로 가입 가능해서 너무 편하고 좋았습니다 
감사합니다",2025-06-08T21:01:27-07:00
우파루 조아,5,환전,간편 환전 공항 수령. ㅕㄴ인함,2025-06-08T20:35:37-07:00
울프 홍,5,간편하고  편리합니다,서비스 편리랍니다,2025-06-08T20:24:26-07:00
temple999,5,환전신청,친절해요,2025-06-08T20:17:39-07:00
마왕흑기사,5,적그,간단하게 가입가능해서 좋아요,2025-06-08T20:05:57-07:00
Raccoon-dog,5,첫월급계좌개설부터,함께해온 KB국민은행 이젠 모바일어플 통해 거의 모든 은행업무를 보고있는데 여러모로 쉽고 빠르게 하고 있습니다~,2025-06-08T19:54:23-07:00
용미리,4,첫번째,"한번해보니쉽게가입할수있내요 ^^
편하게가입할수있어서좋와요",2025-06-08T13:23:44-07:00
민쟈스민,5,쳇봇 이용편리 감사,편하게 쉽게 상담해주셔서 감사합니다.,2025-06-08T10:47:03-07:00
ajagrace,5,좋습니다!,"찾기
편해요!!!",2025-06-08T06:41:27-07:00
국민블리,5,편리 최고 국민은행!,항상 편리하게 사용해요 감사해요,2025-06-08T05:39:26-07:00
93268582,5,굿,굿,2025-06-08T04:47:22-07:00
채쭌짱,5,굿,굿,2025-06-07T22:44:33-07:00
Apriloh,5,국민은행 App,간편하고 편리해서 좋아요~*,2025-06-07T17:45:45-07:00
구입목록 삭제좀하옴746,5,kb 국민은행  좋아요,대한민국 은행 국민은행,2025-06-07T14:43:33-07:00
여행주의자,5,편리함,여유자금을 단기간으로 은행에 직접 가지 않고도 자유롭게 이용할 수 있어서 편리합니다.,2025-06-07T03:13:28-07:00
이선우 7799,5,굿,굿,2025-06-07T02:58:48-07:00
takeitaway97,5,외환이지송금서비스 넘 좋네요,소액 송금할 때 너무 편리하네요 간편한 입력으로 송금완료 해외송금 많이 하시는 분들 꼭 사용해보세요,2025-06-07T02:16:40-07:00
혀긴,2,은행계좌 비밀번호 초기화 설정,되는지 모르겠음,2025-06-07T02:08:36-07:00
신강적,5,편리함,언제든 시간과 장소 없이 할수있어 편리함,2025-06-07T00:12:32-07:00
Redpia,5,업데이트 오류,든든인증인가 업데이트 됐는데 아이폰에서 올레인증으로 로그인했었는데 안돼네요. ㅠ,2025-06-06T17:57:06-07:00
피클러,5,Good,풍차 적금 하려 합니다,2025-06-06T17:00:45-07:00
Yerimkwon,5,굿,굿,2025-06-06T16:58:46-07:00
Tiger Seo,5,장기미체 해제 과정,간편합니다,2025-06-06T16:25:55-07:00
미민2,5,사용하기 편해요,자주 애용하고 있습니다.,2025-06-06T09:44:09-07:00
영굴몬,5,편리해요,만족이여,2025-06-06T08:31:34-07:00
