author,rating,title,content,updated_date
휴찜,5,와 ㄹㅇ 조음,징쨔 좋아여! 꼭 까세염,2025-06-16T22:22:31-07:00
잰냥냥,1,뒤에 누구있냐,"얼마받고 이러는거지
협박이라도 당했나?",2025-06-16T21:58:18-07:00
ㄱㅅㅁㅂㅇㅇ,1,공산당의 개노 ㅋㅋㅋ,민주파출소 어플,2025-06-16T21:56:28-07:00
찢쥐마요,1,카카오톡 검열 ?!,"독식했다고 겁을 상실 함 ?
옳고 그름을 니들이 판단한다고 대체 할게 없으니 불편해도 쓰겠지 라고 생각했나봐 ? 
앞으로 카카오톡 사용 최대한 피해볼께",2025-06-16T21:41:35-07:00
은엘리,1,공산당앱,검열을 왜 해? 기분나쁨,2025-06-16T21:40:50-07:00
ra_hee,1,검열 ㅡㅡ,왜 맘대로 겸열하냐 ㅋㅋㅋ니들 사상부터 검열해보자ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2025-06-16T21:35:07-07:00
개선 좀 부탁드려요,1,불편함,상담사 연결 불가. 통화로 하면 누가 잡아 먹는지 카톡 로그인이 안되면 다른 사람꺼 빌려 상담해야 됨. 진심 짜증남. 빠른 상담을 위해 그런다는데 전혀 안빠름. 그리고 계정 탈퇴도 탈퇴 한번에 되게 해놓지 뭘 또 계정을 살려둬. 그것 까지 삭제 해야 되는게 불편함. 그냥 딴거 쓰세요. 문제 생기면 뭐 하나 해결하기가 어려움. 해결 안되서 포기. 메세지로 이래라 저래라 짜증나. 이렇게 해서 언제 처리해. 남의 핸드폰만 끼고 앉아 있냐고. 문제 생기면 컴플레인 걸지뭐.,2025-06-16T20:33:15-07:00
미미ㅣ밈미ㅣ,1,카톡 검열 미친거임?,별 하나도 개 아깝고요. 헌법 개무시하고 개인적인 사생활 정보 다 침해하고 검열한다고요? 정신나간건가요?이게 정상이라고 생각해요? 카톡 안쓰길 바라나 봅니다. 계속 이런식이면 다른 메신저 많아요. 생각이란걸 좀 하세요. ㅇㅈㅁ한테 누가 암살시도라도 했나요 아니면 뭐 협박이라도 했나요?대한민국안에서 위험하지않고 잘 살면서 생명의 위협이라도 느껴서 이딴짓하나요? 한국이 안전한 나라라서 다들 좋게 사는데 이런식이면 나라만 더 어지러워지는겁니다. 국뽕같은거 개나줘야하는 개같은 개나라 망신 수준입니다. 정신차리세요. 얼마먹고 ㅇㅈㅁ한테 지시받은건가요? 어이가없네요.ㅋ,2025-06-16T20:30:12-07:00
호니이걸,1,검열 꺼져라,중국 속국,2025-06-16T20:17:38-07:00
홍이금,1,별 하나도 아깝다 이게 민주주의냐,도대체 자유민주주의에서 내 카톡을 검열하는거냐,2025-06-16T20:09:53-07:00
sjsjsjsj0822,1,개어이없는앱이에요,카톡대신 다른앱이 나왔으면 좋겠어요 문의대응도 느리고 불친절하고요 피해자가 더 상처받게되네요 벌받으셨음좋겠습니다,2025-06-16T20:03:05-07:00
레오야둥,1,검열,검열이라니,2025-06-16T20:02:19-07:00
단백질괴물,1,통신의 비밀을 보장 못하는 어플,"헌법을 무시하고 개인의 통신의 비밀을 보장못할꺼면 어플을 쓸 이유가 없네요 
공산주의처럼 운영하세요~~",2025-06-16T19:44:37-07:00
공산주의 꺼지렴,1,ㅉㅉ,카카오톧 중국 돈이나 처 먹고 나라 팔고 니네가 매국노지 뭐냐 ㅋㅋ 썩 꺼져라 너네는 타이밍이 좋았을 뿐이고 라인이 좋게 떴으면 너네는 그냥 침수 하는건데 ㅉㅉ 운좋은 놈들,2025-06-16T19:28:04-07:00
anakweldpxixuu,1,내 홈 표시 끄면,"빨간불만 안나오지 업데이트 목록에 뜨는데 뭐하러 만든거임..?
상단에 안 뜨게 하라고요
사용자들 니즈 파악 안해요?;;",2025-06-16T18:21:26-07:00
쉐이더내놔,1,공산주의,"발언의 자유가 있는 민주주의 국가에서 무슨 감시 검열을 해서 사람들 서로를 의심하고 경계하고 서로기 서로를 못 믿게 만드냐? 진짜 너네들 진짜 속네가 뭐냐? 중국에다 개인정보를 넘기질 않나, 서버 관리하나 못해서 카톡이 터지질 않나 뭔 문제가 그렇게 많어.. 뭐 대기업이면 돈으로 입막으면 그만이야? 여긴 자유 민주주의 국가라고. 공산주의가 좋으면 북한으로 가 제발…",2025-06-16T18:18:50-07:00
검열은 좀,1,like wechat,ㅠ,2025-06-16T17:50:05-07:00
마로오오오,1,와 검열~~,실화인가 ㅋㅋ 네 안써요~~,2025-06-16T17:23:45-07:00
이해를 못하겠네,1,북한식 검열의 시작은 민간 검열부터,드디어 시작되었다 이재명의 시대가,2025-06-16T17:17:14-07:00
ㅇㅇㅇㅇㅇㅇㅇㅇㅁㅂㅅ호,1,검열,ㅋㅋㅋㅋㅋㅋ,2025-06-16T16:20:33-07:00
감수성풍부,1,역겨워 공산주의 검열꺼져,"그렇게 현정권에 아부떨고 싶으세요? 전국민의 소통창 플랫폼으로써, 소명감도 없으신가요? 중국이 최대주주인 카카오톡은 더이상 한국기업이 아니다! 돈에 팔아먹지마세요 자유민주주의 멸공❗❗❗",2025-06-16T16:00:34-07:00
H&Sz,1,진정 정권의 개들인가??,공산당이 따로없네 다른 어플로 갈아타자,2025-06-16T15:55:45-07:00
임미첼,1,검열 ㅉㅉ,ㅉㅉㅉ,2025-06-16T15:24:19-07:00
rrja27,1,카톡검열,바로 갈아탑니다,2025-06-16T15:22:34-07:00
free free ~,1,자유민주주의,대한민국은 자유 민주주의다ㅋ,2025-06-16T15:17:53-07:00
잠구다,1,검,열,2025-06-16T15:07:00-07:00
주짓수 하는 남자,1,니들도 똑같은 놈들이네 ㅋㅋㅋㅋㅋ,얼마 받았냐? ㅋㅋㅋㅋㅋㅋ 검열을 때려버리네 ㅋㅋㅋㅋㅋ 공산주의도 아니고 이게 뭐하는거냐? 역겹네 진짜 ㅋㅋㅋㅋㅋ 너무 더럽다 ㄹㅇ;; 운영자 니들도 똑같다 ㅋㅋㅋㅋㅋㅋㅋ,2025-06-16T13:16:11-07:00
iPad에서 카톡 계속 쓸수 있게 해주세요.,4,로그인시 인증번호 입력찬이 없어요,"2025.06.13일에 카카오의 이멜에 따라 로그인을 새로이 시도하는데, 인증번호를 보여주는데, 입력창이 없어요.  입력창을 만들어 주세요. 그래서 현재 카톡을 사용하지 못합니다. 메세지가 수북히 쌓였어요.
사용환경 : ipad pro, ios 18.5",2025-06-16T13:11:30-07:00
제리콤스,1,개인의 자유를 침범하지마라.,카톡이 뭔데 내 인권을 침범해?,2025-06-16T10:54:45-07:00
폭렬불패,1,안그래도 단톡 아니면 쓸 이유없었는데,"상황 인지 좀 합시다.
카톡은 쉽게 대체 할 수 있는 어플들이 넘쳐나는건 알고 있을텐데.",2025-06-16T10:46:42-07:00
으아뉫,1,검열 파이팅,검열기관인거 아주 납셨네요 ㅎㅎ 별점 1점도 아깝다 회사 일 빼고는 라인이나 인스타 DM쓰고 덕분에 개꿀,2025-06-16T10:34:47-07:00
효춏ㄹ,1,👎🏿,운영방침이 굉장히 모호하고 표현의  자유를 침해 하기 시작했다고 느껴집니다. #솔직리뷰 #내돈내산 #실사용 #검열,2025-06-16T10:24:39-07:00
ㅅㄷㄱㅈ,1,중국식 검열,중국식 검열 시작,2025-06-16T09:47:48-07:00
j00h22,1,검열 같은 소리하네,검열 같은 소리하네,2025-06-16T08:56:40-07:00
Jejewhe,1,개인정보 감시,개인정보 퍼트리는 어플 최악입니다.,2025-06-16T08:51:55-07:00
wornr1022,1,장난합니까?,"지금 카톡 검열이 말이 된다고 생각하나요?
지금이 공산국가도 아니고 이게 말이 되나요?",2025-06-16T08:17:52-07:00
순간의,1,셰셰,한국은 공산당이 아닙니다,2025-06-16T07:55:00-07:00
통신자유,1,검열반대,검열과 독재에 반대합니다,2025-06-16T07:42:01-07:00
깨끔이,1,응 짱카오톡 안써~~ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,"독과점 개 아니꼬왔는데 검열까지?
응 다른메신저 쓰면 그만이야~~~ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 니들은 돈에 나라 팔아먹으면 양심에 찔리지도 않냐? 진짜 불쌍한 인생이다 ㅠ",2025-06-16T07:39:03-07:00
찢재명구속해라,1,검열꺼져,1점도 주기 아깝다. 카카오톡아 찢재명이 그렇게 좋냐? 검열적당히해 카톡검열 꺼져라 ㅉ,2025-06-16T07:37:58-07:00
20살 부산 애국 청년,1,저는 중국이 싫어요 ㅠㅠㅠ,말그대롭니다.,2025-06-16T07:29:37-07:00
맘에안드는리뷰어,1,와 좌카오톡,와 네이버도 안하는 검열을 좌카오톡이 검열의 서막을 알렸네 카카오 주식 매도함 ㅅㄱ 개인 메신저를 검열하겠다라 진짜 발상이 대단하다,2025-06-16T07:26:42-07:00
나어요요ㅗ터엍,5,검열 감사합니다,검열로 통해 자유가 얼마나 소중한지 깨달을 것 같아요. 저 함부로 정치적인 이야기 할려하다가 못했습니다. 안그러면 드럼통에 들어갈 것 같아서요 ㅠㅠㅠㅠㅠㅠ,2025-06-16T07:16:28-07:00
떡라,1,공산당 중국제품 카카오,ㄲㅈ라,2025-06-16T07:13:21-07:00
Wlkjrowhkslp,1,이재밍 때문에 그래요?,재명이가 그러라던가요????,2025-06-16T07:07:14-07:00
공산당이 싫다,1,공산주의 국가 만드네,검열 ㅗ,2025-06-16T06:38:24-07:00
연쨔앙,1,극단적인 리뷰,따ㅡ쟈하오,2025-06-16T06:38:07-07:00
니가뭘할수있는대ㅋ,1,검열한다더니 겁나 튕기네,나만 그런가 암튼,2025-06-16T06:33:32-07:00
중국시뤄,1,중국따라가는 검열,"공산당마냥 이재명밑에서 빌빌기어다니네
검열하는게 말이되냐",2025-06-16T06:19:36-07:00
성진쓰,1,자유가 사라지고 있다,"그렇다
말 그대로다..",2025-06-16T06:13:09-07:00
릐자이명,1,이재명을 지지하시나요?,이재명을 지지하시나요? 했더니 검열했다며?!  이게 나라냐? 내가 살다살다 앱 리뷰다는건 처음이다 진짜,2025-06-16T05:17:04-07:00
공산주의반대,1,공산화는 저리 가라,공산화 반대요,2025-06-16T05:15:41-07:00
기아차주님,1,공산주의 물러나라!,한국에서 접고 중국에나 런칭해라! 개인정보를 팔아먹은것도 모자라 서로 감시를 조장하는 쓰레기톡 꺼저라 연동 다 끊고! 카뱅도 해지했다! 앞으로 안쓴가 쓰레기톡!,2025-06-16T04:52:47-07:00
오늘도별이,1,..,내 자유가..,2025-06-16T04:46:21-07:00
아나도오늘만보고싶다유유,1,검열 진짜임?,검열~~~~? ㄲㅈㄹ 카카오,2025-06-16T04:39:44-07:00
공상당당당,1,공산당 시작,리짜오밍💗시진핑,2025-06-16T04:33:29-07:00
쩜동이,1,ㅉ ㅣ ㅈ 지지 하는 카톡 나가 디져라,진짜 무슨 이런 공산당 같은 규율이^^ 실망입미다^^,2025-06-16T04:28:45-07:00
부쓰ㄹㅇㅋㅋ,1,여기가 중국이었나..?,최소한 중국 따라갈거면 중국 위챗 수준까지는 올리고 중국화를 하던가 🤣 실력이없는건지 실력이있어도 윗대가리들이 문제인건지.. 위챗 발톱때만도 못한 앱으로 공산화짓하지마라,2025-06-16T04:23:46-07:00
Baruch_126,1,카톡 검열,표현의 자유를 침해하는 일에 적극 앞장서는 카카오톡 실망이다!,2025-06-16T04:21:47-07:00
멸-공,1,카카오톡 자본이 중국이다,"중국의 자본으로 모든 사람들이 이용하는 대표적 sns를 검열해서 개인의 인권을 침해하는게 카카오톡의 주 목적이였나요
이재명언급에 신고한번이면 계정정지고 꼬우면 탈퇴하라는게 자유민주주의 국가의 정치입니까
이럴 날을, 빨갱이가 판칠 수 있는 날을 기다리고 또 기다리고 있었습니까
어째서 이런 선택을 하건가요",2025-06-16T04:17:57-07:00
ajdiaus,1,이제 검열이냐?,ㄹㅇ 공산주의식,2025-06-16T04:16:51-07:00
제이비팔오,1,카카오랑 연동된거 하나씩 끊어야 겠다,검열 하는 수준이 조선판 위쳇이네,2025-06-16T04:14:50-07:00
서울킹,1,진짜 검열시직됐네,아니 통신의 자유는 없어졌나?? 아니 갑자기 말도안됨. 직접 단톡방애서 찢재명 관련 언급해보세요. 이게 말이된다 생각함?? 민주당 = 중국이 사실이네.,2025-06-16T04:11:09-07:00
HS—__—,1,검열은 헌법 위반입니다.,"헌법 
제17조 모든 국민은 사생활의 비밀과 자유를 침해받지 아니한다.
제18조 모든 국민은 통신의 비밀을 침해받지 아니한다.

니들이 먼데 대한민국 헌법을 무시하고 검열한다고 하냐??

공지 내용중 아래 내용은 모호하게 적어뒀는데, 어디서 부터 어디까지가 금지 대상인데?? 누구 기준인데?

테러 예비, 음모, 선동, 선전 행위 및 폭력적 극단주의 콘텐츠 금지(신설)",2025-06-16T04:08:50-07:00
Korean_dog_pig,1,Wechat,Wechat,2025-06-16T04:05:31-07:00
1xxix09s2,2,ㅇㅣ XX,ㅇㅣXX씨를 욕하면 카톡 영구정지얌 다들 조심행,2025-06-16T04:02:11-07:00
👎🇨🇳👨‍👨‍👦🇰🇵🛢️🐘🥢,1,그래서 어느쪽을 지지하시나요??,아무 의미없이 그저 궁금합니다~!! 아 물론 표현의 자유를 침해하는 위헌을 저지르셨으니 1점도 아깝지만 드리겠습니다!! 그래서 나랏님 욕도 하면 안되나요~?? 궁금한겁니다~~💙🇨🇳1🇨🇳1🇰🇵1🇰🇵💙,2025-06-16T03:59:20-07:00
혜혜바라기,1,공산당이 싫어요,"너무 위험하다 제발 검열하지마세요!! 왜 국민들끼리 싸움을 부추깁니까?
나는 공산당이 싫어요 자유를 원해요!!",2025-06-16T03:58:44-07:00
kawaqdhd7102,1,짱꼴톡,검열~~,2025-06-16T03:53:24-07:00
ㅡㅡㅈㄷ,1,ㅡ,ㅡ,2025-06-16T03:53:21-07:00
런던뮤지엄,1,공산주의 카카오톡 on !!,프로필 업데이트에까지 광고를 기어코 집어쳐넣기에 모자라 이젠 이재명 발언하면 검열까지.. 중국기업답습니다,2025-06-16T03:50:46-07:00
이재명 사랑해,1,공산주의의 시작,나름대로 문자도 사생활이라고 생각합니다. 허나 이런식으로 검열을 하면서 우리가 감시당한다는 느낌을 들게 하면 옳지 못하죠…아무리 중국 텐센트 지분이 많다고해도 국민앱의 대표격인 카톡이 이렇게 될 줄은 상상도 못했습니다. 하루빨리 우리나라가 정상화 되길 바랍니다,2025-06-16T03:48:54-07:00
잘만들엇누,1,공산화 앞잡이인가 ??,검열 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 기도 안참 인스타 디엠쓰면 그만이긴해 😉,2025-06-16T03:39:39-07:00
알빠여인마,1,정신차려라 카카오,"공산주의 동의하는게 아니라면
당장 검열을 멈춰라.
이 나라가 어떻게 지켜져왔는지를 안다면 
이렇게 쉽게 공산화에 동의할 수 없을것이며, 많은 국민들이 카카오에 등을 돌리는 모습이 보고싶지 않다면 하루빨리 정신을 차리고 국민앞에 당당히 나와 사과하는것이 바람직할것.",2025-06-16T03:24:56-07:00
날아라땡감,1,좋겟네,1찍들 니들이 원하는대로 바로 검열,2025-06-16T03:15:46-07:00
아러냐랖러어,1,더불어공산당 톡,카톡검열을 왜함 여기 공산국가인가요,2025-06-16T03:13:09-07:00
ll2xti,1,검열하지 마라,너희가 무슨 권리로 검열을 하냐,2025-06-16T03:03:14-07:00
eve3_3,3,메세지 입력표시 없애줘… 점점 앱이 무거워지는 기분임. 손이 잘 안감…,ㅗ컹어,2025-06-16T02:19:25-07:00
카카오톡회사 대실망,1,지금이 무슨시대데 검열을 하고 난리냐 공산당이냐,"카카오톡 회사도 정신 똑바로 차려라 
ㄱ지금까지 카카오톡이 성장한것도 국민과 카카오톡 윈윈힌 결과, 너네들도 솔직히 이건 아니라고 생각하잖아 너네들 카톡까지 검열한다는데 그게 맞다고 생각하니 ? 
검열 취소해라",2025-06-16T02:10:57-07:00
꿻뛝뿕딼쏷똷쀓,1,카톡 이게 맞나요 ?,"저희에겐 친구랑 자유롭게 채팅할 ‘자유권‘ 이 있는데 카카오톡이 검열을 한다 ? 그러면 우리가 채팅보내는걸 일일이 다 감시하고 있는거네요 ? ㅋㅋ 뭔데 헌법 무시하고, 지맘대로 정지먹이고, 톡 보내는거 지켜보고 이게 지금 뭐하는 짓입니까 ;;",2025-06-16T01:51:48-07:00
별명엄,1,공산당 어플,무슨기준으로 검열을합니까? 사람들끼리 갈라놓는 정책이지,2025-06-16T01:21:49-07:00
🩶💓💙💝💙💟💙🕉️,1,🇨🇳🇰🇵,카카오톡 맛갔네,2025-06-16T01:07:55-07:00
독재 싫어 공산주의 싫어,1,검열?,목적을 분명히 하시길. 정치적 목적에서 검열한다면 굳이 독재 수단으로 사용될 카카오톡을 사용할이유가 없을거같습니다,2025-06-16T00:54:27-07:00
이아아애남주즈ㅏㅈ니ㅣ,1,너무하네,조만간 지워야겠다 어릴때 부터 썼는데 걍 디엠 쓰면 돼~,2025-06-16T00:37:01-07:00
rany3,1,아진짜네요,굳이 이짓을 왜하는건데요 검열 ㅡ ㅡ,2025-06-15T21:42:34-07:00
고릴라자몽,5,프로필 추가하기 3개에서 더 늘려주세요!,"앱을 잘 쓰고 많이 애용하는데요, 프로필 추가하기를 가장 좋은 기능이라고 생각해요! 부담스럽거나 아니거나 혹은 격식을 차려야하는 지인이거나 아니거나 등 다양한 사람들과의 대화에서 제 프로필을 더 다양하게 설정할 수 있으면 좋겠어요!",2025-06-15T21:32:39-07:00
ㅋㅌㄱㅇㅂㄷ,1,카톡검열 반대합니다.,헌법 제 19조 모든 국민들은 통신의 비밀을 침해받지 아니한다,2025-06-15T21:02:19-07:00
comenforer,1,검열 좋아하시네,니들이 뭔데 검열하냐? 자유 민주주의가 뭔지도 몰라?,2025-06-15T17:29:44-07:00
침착씨,1,검열,통신의 비밀 자유 표현의 자유 침해,2025-06-15T17:23:38-07:00
ㅇㅇㅇ1121,1,모든 연결의 시작 바꾸세요,모든 검열의 시작으로,2025-06-15T16:45:15-07:00
어우듀아어,1,리뷰도 드럼통 당하나요?,이재명이재명이재명,2025-06-15T16:25:08-07:00
장챈몬,1,카톡 사장님 누구에요,영구정지 없어지면 안돼나요;,2025-06-15T16:03:05-07:00
이모티콘 플러스 영구권,5,이모티콘 플러스,"이모티콘 플러스를 하고 싶은데 영구권이 아직 없어서 고민돼요
이모티콘 플러스 영구권 나오면 완벽해요^^",2025-06-15T15:56:19-07:00
내사랑에게미친놈,1,검열? 장난하나 진짜,아니 장난합니까? 검열이라뇨.. 국민의 사생활 훔쳐보는거랑 똑같죠 뭔;;,2025-06-15T15:39:04-07:00
NAYEON565,1,여기가 공산국가냐? ㅋㅋㅋㅋㅋㅌ,대단하노 ㅋㅋㅋㅋ 채팅창 감시 검열 ㅋㅋㅋㅋㅌㅌㅌㅌㅌㅋ,2025-06-15T15:19:19-07:00
EggTVTo,1,정부에 개가된 ㅋㅋ,카톡쨩🤣🤣🤣🤣,2025-06-15T12:07:07-07:00
죠 하루아 하현상 레츠고,1,”헌법 제18조 모든 국민은 통신의 비밀을 침해받지 아니한다“,"권력 앞에 무릎 꿇으시는 모습 참 인상깊네요 
헌법 위에 군림하는 인간이나 거기에 굴복하는 기업이나 둘 다 떼돈벌고 만수무강하십쇼",2025-06-15T11:39:37-07:00
ㅡ으으으으ㅡ ㅠㅠ 카톡시러,1,검열,"왜니들맘대로검열하세요?ㅋㅋㅋㅋㅋ
정치때문에….ㅋㅋㅋ 범죄일어낫을땐 
나몰라라하더니",2025-06-15T11:15:18-07:00
Skonbg,1,검열이 무슨 말인가,카톡 이제 최대한 안쓴다,2025-06-15T10:19:35-07:00
송바맹,1,카톡 검열,대한민국 헌법 제 18조: 모든 국민은 통신의 비밀을 침해받지 아니한다.,2025-06-15T10:15:24-07:00
카톡검열,1,카카오톡 검열하지 말아주세요,"제발 이재명 후보 그만 좀 괴롭혀라
이재명이 공무원자격사칭을 했냐
이재명이 음주음전을 했냐
이재명이 특수공무집행 방해 및 공용물건을 손상했냐
이재명이 공직선거법 위반이라도 했냐
이재명이 잘 모르는 대학의 석사가 필요하겠냐고 했냐
이재명이 성남FC 후원금 문제로 기소를 당하기라도 했냐
이재명이 대장동 개발 사업에 로비를 했냐
이재명이 백현동 용도변경 논란에 휩싸이기라도 했냐
이재명이 업무추진비로 하루 18번 식사라도 했냐
이재명이 유기견을 파양했냐
이재명이 경기도 기숙사를 무단 사용이라도했냐
이재명이 황교익을 관광공사 사장직에 앉히기라도 했냐
이재명이 대북송금 혐의로 기소를 당하기라도 했냐
이재명이 러우전쟁이 젤렌스키 탓이라고 했냐
이재명이 여성시대에 인증글을 작성하기라도 했냐
이재명이 '김문기 몰랐다'라고 허위진술하기라도 했냐
이재명 부인이 법인카드를 사적으로 사용했냐
이재명 장남이 도박 및 성매매를 했냐
이재명이 인천은 외지인 사는 곳이라고 비하라도 했냐
이재명이 월25만원 기본소득 주장이라도 했냐
이재명이 대한민국 기축통화국으로 만들자고 했냐
이재명이 김포공항 수직이착륙 같은 소리를 했냐
이재명이 거대야당 가지고 자기 방탄용 법 개정이라도 했냐
이재명이 형보수지 찢으려고 하기라도 했냐
이재명이 우리 북한의 김일성 김정일의 노력이라는 간첩발언이라도 했냐
이재명이 자기 최측근을 드럼통에 넣기라도 했냐
이재명이 자기 친형을 정신병원에 감금시키기라도 했냐
이재명이 미군을 점령군이라고 표현하기라도 했냐
제발 이재명 대표 좀 냅둬라",2025-06-15T09:58:40-07:00
앱 별로음,1,16일 개정되고 영구 정지 때려버리시네요,7일 정지였는데 갑자기 일방적으로 영구 정지 때려 버리는게 말이 됩니까 카드랑 전부 못쓰게하고 이제 카카오 택시나 모든 서비스를 막아버리네요..,2025-06-15T08:35:03-07:00
렁개,1,대단해,＜헌법＞ 제18조에는 “모든 국민은 통신의 비밀을 침해받지 아니한다.”,2025-06-15T07:43:30-07:00
남수니이,5,어비찌바체 폰트 오류,어비찌바체가 어떨때 갑자기 기본 서체로 돌아가요 ㅠ 다시 설정해도 어비 찌바체만 그래요,2025-06-15T07:21:16-07:00
ebenezeroh,1,축폭터지는 그지같은,"서비스좀 없애라. 앱이 버벅대고 난리인데 왜 대체 이 서비스
안 없애냐? 원하지도 않고 필요도 없는 서비스인데?",2025-06-15T06:41:21-07:00
돈까스1,1,카톡검열,레전드네ㅋㅋ,2025-06-15T06:40:12-07:00
harma0220,1,표현의 자유 억압,"음모 선전 선동을 왜 카톡이 판단합니싸? 표현의 자유 억압할  여지가 있는 카톡 삭제합니다! 중국 자본에 잠식 당한건지 정부편에서 표현의 자유를 억압하기로 결정한건지 모르겠지만 더 이상 카톡은 국민 메신저가 아닙니다… 그 동안 편하게 잘 썼지만 이제는 손절합니다..
카카오뱅크, 카카오페이 돈 다 빼고 멜론, 톡서랍 구독 다 끊습니다…",2025-06-15T06:18:22-07:00
wntmd32,1,..,.,2025-06-15T04:02:59-07:00
도르챠,1,검열을 멈춰주세요.,저는 제 통신자유를 보장받고 싶습니다.,2025-06-15T03:54:04-07:00
Jaeho04,1,카카오톡 19금 프로필뮤직설정 가능하게,19금 뮤직 프로필설정 가능하게 좀 해주세요,2025-06-15T03:46:06-07:00
자유를지켜랏,1,무서워용,검열 무서워용,2025-06-15T03:11:44-07:00
컹스ㅗㅗㅗㅗㅗ,1,검열 ㄹㅈㄷ,중국화잼,2025-06-15T01:57:46-07:00
ㅇㅇㄹㅎㄹㅊㅎㄹ,1,검열을 왜 해,공산당이냐 돈 얼마 받음?,2025-06-15T01:35:00-07:00
벨진,5,아니 카톡씨,"카톡 진짜 편하게 잘 쓰고 있습니다.
톡도 편하게 보내고 링크도 잘 보내고 있어요
아 근데 링크 보내면 안된다는데.
정말 링크 보내면 안되나요?
신나게 하던게 링크 보내기인데..
차라리 농담이라고 하세요 제가 정신을 못차
려서 지금 뭔일인진..진짜 그러시면
라디오만 쳐 들을거에요;",2025-06-15T01:33:35-07:00
ㅓㅐㅜㅐㅏ,1,공산당인가요?,"헌법 제18조
""모든 국민은 통신의 비밀을 침해받지 아니한다""
이젠 그냥 헌법도 개무시하네요
공산당도 아니고 진짜 나라가 망하나봅니다
작작해라 좀",2025-06-15T00:22:40-07:00
준준스파,1,쎄쎄,쎄쎄,2025-06-15T00:10:19-07:00
ㅇ.   ㅓ,1,카톡 검열 왜 하냐,카톡 검열 왜 하냐,2025-06-15T00:00:12-07:00
아침마다피곤해,5,거지같은 개독점 앱,어머니 아버지 연락 때문에 쓸 뿐. 중국 자본 기업은 망해야 함.,2025-06-14T23:58:57-07:00
개임이 좋으면 울은 부엉이,1,카톡검열 양심 뒤졌냐,카톡검열 양심 뒤졌 검열 그딴거 왜 하는데;;;;,2025-06-14T23:57:57-07:00
옹7,1,검열 이러네,우리 자유 어디있는데요?????? 왜 갑자기 검열하세요 솔직히 나쁜거 아니더라도 검열걸리는거 우리가 모를줄알아요???? 여기가 북한도 아니고 왜이래,2025-06-14T23:32:08-07:00
님짱!,5,카카오톡인증제한조치,제가 카카오톡인증제한조치를받았는데여 지금바로 해제해주세여부탁드립니다!꼭카카오톡하고싶어여!카카오톡재가입제한해제해주세여!부탁드립니다,2025-06-14T21:01:42-07:00
가   을,1,장난하세요?,이 나라가 공산당입니까?,2025-06-14T20:58:47-07:00
공산당이싫어요-,1,검열,헌법제18조 우리나라 국민은 통신권의 자유가있다카카오톡 사장님 이러시면 카카오스토리처럼 카톡망합니다 저런정책하시면 망해요,2025-06-14T20:23:46-07:00
카톡아웃,1,검열해봐 ㅋㅋㅋㅋㅋ,라인으로 넘어가면 그만이야~~,2025-06-14T20:22:11-07:00
||lll|lll|lll|||,1,백업도 개 병신같이하네,돈 받아먹고싶으면 백업이나 제대로 해라,2025-06-14T19:48:27-07:00
Hiyu89,1,이재명이 대통령이 되니 공산화가 되어가는구나,"이게 중국 북한과 뭐가다름?
서로를 감시하고 검열하라고 하는데",2025-06-14T18:19:51-07:00
카카오톡 꺼져,1,헌법 무시하고 검열하지마라,니들이 뭔데 공산주의도 아니고 개인의 사생활을 검열하러 드냐 헌법 위반하지말고 다시 돌려놔라,2025-06-14T17:56:42-07:00
짜파겟띠,1,젛아요,정말,2025-06-14T17:52:07-07:00
/₩:/₩,1,검열 레전드네,재명이가 시키드나?,2025-06-14T16:52:52-07:00
애덕인,1,도랐냐?,미쳤나보네… 헌법에 명시되있는데 그것도 자국민들이 다쓰는 플래폼이 그런건 개나줘버리고 사용자 채팅을 검열시켜?,2025-06-14T14:57:27-07:00
파사과,1,연락 3일 미확인시 메시지 삭제,"연락 3일 미확인시 메시지 삭제 기능 당장 삭제하세요 3일간 접속 못하는 일 생기면 어쩌라고 이런 기능을 만드십니까? 중요한 알림 확인 못한 채 삭제되면 어떡하라고 만드셨나요 도대체 어떤 의도로 이딴 쓰레기 기능을 만드셨는지 모르겠습니다만, 기능 필요 없고 실용성도 없으니 당장 삭제 바랍니다.",2025-06-14T12:47:02-07:00
잉아쌀라말라이쿰,1,검열 진짜,무섭네잉 카톡 안써,2025-06-14T11:37:55-07:00
잘모르겠네오,1,검열,걍 카톡 안씀,2025-06-14T09:57:18-07:00
틱톡사기꾼들,1,이재명의 카카오톡,이젠 남의 생각까지 전부 부정을 하는 역겨운 놈들이 됐네,2025-06-14T09:47:42-07:00
보경임당,5,.,아 ㅜ아니 앱스토어에선 카톡이 뜨는데 홈화면에 안뜨고 검색해도 안떠요..근데 또 앱스토에 검색하면 떠요..그래서 삭제하고 다시 깔려는데 어케 삭제하죠,2025-06-14T08:11:10-07:00
엽 유조,1,중국,카카오앱 검열 시작!,2025-06-14T07:41:14-07:00
