author,rating,title,content,updated_date
김쥬콩,5,헌법 제 18조,모든 국민은 통신의 비밀을 침해받지 아니한다,2025-06-14T07:32:04-07:00
롬묭,5,프로필 배경 텍스트 추가,프로필 배경테서 텍스트 추가로 사진을 넣어 꾸미는데 10개가 최대치라 더 꾸밀 수 가 없어요.  텍스트 추가 최대치를 더 늘려주세요!,2025-06-14T07:12:13-07:00
히온12,1,검열이라니,메시지 하나주고 받는데 뭐 무서워서 쓰겠습니까,2025-06-14T07:06:37-07:00
美韶年,5,카톡,"다 좋고
근본 메신저 다알겠고
근데 왜 쓰잘떼기 없는 채팅 입력중인지 상태표시하는 기능을 추가한 건지 전혀 이해를 할 수가 없어요
거슬리고 마음 급하고 의식되고 신경 쓰여요
진짜 별로고 제발 사라졌으면 좋겠는 기능
디엠에서 그게 싫어서 카톡이 더 좋았는데
똑같이 싫어질라 해요",2025-06-14T06:42:26-07:00
헤헤헤헤헤헿ㅎ헿헤헿,1,혼,난다,2025-06-14T05:49:19-07:00
루나🫧,4,음 ……,ㅠㅠ 일단 이 앱은 그냥그냥 조은 어플입니다.,2025-06-14T05:23:08-07:00
카카오톡 애미터진련,1,검열 수준,진짜 갑자기 검열 카카오톡은 나가라,2025-06-14T05:17:59-07:00
빵뛰^*^,5,업데이트 제안,안녕하세요. 카카오톡에 펑이라는게 있잖아요? 근데 펑을 내 친구밖에 못 보는게 아쉬운 것 같아요. 친구 말고 다른 사람들고 보고 공감이런거 할 수 있게 해주실 수 있나요?? 그럼 더 좋을 것 같아요,2025-06-14T00:09:27-07:00
숙이ㅁㅁ,1,실망,대실망,2025-06-13T20:25:17-07:00
ㄸ__ㅜ__ㅇ,5,메시지 알림 프로필사진,알림 뜰 때 프로필사진이 떳었는데 왜 안뜨죠 ? ㅜㅜ 업뎃하고 난 후로는 기본 카톡 배경으로 뜨고 사진이 안 떠서 헷갈려요 다시 바꿔주세요,2025-06-13T20:12:59-07:00
뭘홓,1,키야 검열톡,이제 헌법까지 무시하고 검열까지 하네 대단하다!,2025-06-13T20:12:22-07:00
kalhugo,3,아이폰 사진첩,실시간 업데이트가 안됨 확인바람,2025-06-13T19:55:07-07:00
asfgvcxfhu,5,오픈채팅방,조용히 나가기 추가 해주세요,2025-06-13T18:57:33-07:00
BS🩷,1,더민과 카카오톡은 국민들의 자유를 뺏지마라!!!!! 검열 반대 합니다!!!!모든 국민들의 대화를 엿보는 거야???국민들은 자유가 없네!!!!!어이가 없네.,더민의 카카오톡 문자 검열은 국민들 자유를 뺏는 행위입니다!!!!!!!모든 국민들의 대화를 엿보는 거야??????국민들은 자유가 없네!!!!!국민들은 검열 반대합니다!!!!!!! 국민들의 자유를 뺏다니!!!!!국민들 카카오톡 탈퇴합시다!!!자유 뺏는 검열은 독재네!!!!! 화가난다!!!!!!,2025-06-13T14:11:51-07:00
Donut317,1,K-갈라파고스 끝판왕,"1. 개인정보 무단사용 및 검열
2. 뒤쳐진 UI
3. 업무용 메신저 주제에 젊어질려고 몸부림치는데, 기존 사용자 입장에서는 불편함
4. 카톡 내용 저장을 내가 해야됨(글로벌 스탠다드가 아님)",2025-06-13T13:56:48-07:00
쫙쎵쨪,1,제가 카톡보다 더 좋은 앱을 만들겠습니다,"검열 따위 절대 없고 모든 것이 다 가능하고 제제따위 절대 없는 앱을 만들겠습니다.모든 거 다 
해도 됩니다.카카오톡 너희는 이제 망했다 ㅎㅎㅎ",2025-06-13T13:37:53-07:00
카톡운영진들엄마터짐,1,검열 ㅋㅋ 꺼져라 그냥,"카톡 운영진들 엄마 BOOM 💥 
그냥 중국 노예 수준임.",2025-06-13T12:36:32-07:00
Nicknaq,1,북한가서 서비스해라,"한국서비스 종료하고 북한가서 서비스해라

그게 니네 운영정책하고 딱 맞는거 같다

직원들도 북한 파견 보내주고",2025-06-13T08:11:20-07:00
라스쓰렉,1,검열ㅋㅋㅋㅋㅋㅋ,카카오 중국어플인가요?,2025-06-13T07:52:15-07:00
한ㄱ국인,5,카톡에 댓글스티커가 있으면 좋겠어요!,"카톡에 많은 기능들이 있어서 좋아요!
혹시 카카오톡 친구 프로필에 댓글을 쓸 수 있는 그런 기능을 추가할 수 있나요?
공감스티커에서 투표스티커가 있던데, 뭔가 아쉬워서요. 자신의 프로필에 그런 스티커를 추가할 수 있는 기능이 있음 좋을 것 같아요!
여러 장단점이 있을 것 같긴해요, 추가적인 기능을 더한다면 마음에 들지 않는 댓글은 삭제나 숨기는 기능도 있으면 괜찮지 않을까요?",2025-06-13T07:51:53-07:00
ㄱㄱㅇ러도옹ㅇ,1,카카오톡은 헌법 위에 있나요?,별 하나도 아까움,2025-06-13T07:47:44-07:00
별명무엇으로,1,카카오톡 업데이트 오류,"카카오톡 업데이트 했는데 오류떠서 들어가지를 못함 지우고 다시 깔았는데
대화 & 데이터 다 사라졌음 다른 앱 쓰고 싶어도 카카오톡 연동된 게 많아서 억지로 써야함 독점 개빡치네",2025-06-13T07:29:28-07:00
ㅇ꽃샤슴,1,ㅉ,진짜개시발이다 계정만들고다수옾챗들어가는거막는게 무슨 하루동안유지가돼요ㅜ 앰터네,2025-06-13T05:40:20-07:00
지나가는 돼지krw,3,카톡 검열 땜에 불안해서 못 쓰겠다,검열 되기 전에 즐겨⭐️,2025-06-13T05:28:45-07:00
두부006,5,너무조아요,조아요 근데 제가 폰 당근으로 샀는데 친구가 1440명이 생겼어요 일일이 삭제하느라 죽을 거 같아요 친구 일괄선택 삭제 기능 제발 추가해주세요 제가 연락해야하는 사람 찾다가 새벽돼서 연락을 못해요 부디 심사숙고 해주시길 바랍니다ㅠ,2025-06-13T05:20:41-07:00
^^>><~|}>$>>??검열톡,1,최악 서비스,최악이였어용,2025-06-13T04:26:52-07:00
조잉잉잉잉잉잉잉잉ㅎㅎㅎㅎ,1,카톡을 버려야할때,키워준 국민을 배신한 카톡,2025-06-13T04:05:06-07:00
freedomaan,1,검열땜에 앞으로 카톡 안쓸듯 ㅇㅇ,검열 쳐하지마라 개패고 싶으니깐,2025-06-13T02:36:50-07:00
Ij6257,2,광고 좀 없애줘요,"이제는 하다하다 친구목록에까지 광고가 있어여.
광고 좀 없애줘요. 돈 많이 버셨잖아요...",2025-06-13T02:28:11-07:00
벅보이,1,이상한거 두개 있음,"1. Mark as read 기능 왜 삭제하셨나요? 진짜 너무 불편함.

2. 플러스친구 채팅방 알람 꺼도 앱 푸쉬는 계속 뜨게 하는 이유는 뭘까요??

둘 다 제발 수정해주세요..",2025-06-13T02:02:36-07:00
😸👽✨,1,알림이안떠여,중요한연락도 자꾸씹히네요……,2025-06-13T01:32:58-07:00
채지원🥴,5,지금까지 썼던 옾챗 닉네임 나오는 기능 있으면 좋겠어요 ㅜㅜㅜ,"지금까지 썼던 옾챗 닉네임 나오는 기능 있으면 좋겠어요 ㅜㅜㅜ

어릴때 옾챗에서 의치 않은 들낙을 해서 강퇴 당했었는데 현방장님깨 문의 드렸더니 닉네임 알면 풀어주신다는데 닉네임을 모르겠어요ㅜㅜㅜㅜ 저한텐 중요한방인데ㅜㅜㅜ",2025-06-13T01:30:08-07:00
임강시,1,검열 반대,이재명 반대,2025-06-13T01:14:17-07:00
미뜌애,5,카카오톡 책갈피,30개 제한 풀어주세요....... 너무 적어요........ ㅠㅠ 아니면 100개라도......,2025-06-13T00:34:32-07:00
아스라이짓다,1,정치 이야기를 검열.. 하나요..?,왜 자유 표현을 억압하는 건가요,2025-06-12T23:59:43-07:00
s_nhne93,1,자꾸 사라져요,위젯으로 쓸때 계속 살아져요. 안없어지게해주세요.,2025-06-12T23:51:54-07:00
통제독재공산당아웃,1,선택적검열?,"예전에 동물학대하고 성범죄 일어났을때는 조사하라도 해도 꿈쩍도 안하더니 , 왜 이제와서 정치적으로 관련된거 포함해서는 검열한다고? 뻔하고 교묘한 중국자본 카카오톡 파멸할날이 머지 않았구나",2025-06-12T23:00:22-07:00
굿아이패드2,1,키보드 이모티콘 선택 오류,"키보드 이모티콘을 찾아서 넣을려고 하면 이모티콘이 처음에는 안나와요 시간표시된걸 눌러야 나오네요 
그리고 카카이모티콘만 잘나오네요 기본 키보드 이모티콘은  쓰지 말라는 건가요 이거 오류난지 좀 오래됐는데 안고처 지네요 
휴대폰 기종은 아이폰 15프로 맥스 입니다",2025-06-12T22:16:14-07:00
gogumaDD,1,카톡 검열 ㄹㅈㄷ,제재의 기준은 누가 설정하고 누가 정의하나요? 판사세요? 그리고 인스타 디엠 따라가고 싶은건지 모르겠는데 타자 치고 있을때 표시 뜨게하는건 대체 왜 넣은지 모르겠네요,2025-06-12T22:04:52-07:00
르메루,1,카카오톡은 검열을 멈춰라,극단주의에 대한 카톡 검열은 명백히 통신의 자유를 해치는 행위로써 엄연히 위헌입니다,2025-06-12T20:37:52-07:00
지지지후,1,비밀번호 찾기 이거 왜이래요 하,아니 전화번호 기간이 만료? 됏다고 해서 전화번호도 바꿧으니까 이김에 전하번호 변경을 하자 싶어서 변경하려는데 계정 비밀번호를 까먹어서 비밀번호 찾기를 누르니까 또 비번을 입력하래요 아니 몰라서 찾는건데 어케 입력을 합니까 진짜 이게 뭔 하 제 계정 돌려줘요,2025-06-12T20:23:34-07:00
아 ㅂㅋ중,1,검열,ㄱㅇ,2025-06-12T19:54:41-07:00
대한검도,1,카톡 검열 반대,"자유대한민국에 2025/6/16 (사실 그이전부터)
공산/독재 카톡이 시작됨",2025-06-12T19:19:16-07:00
.!?!ㅠㅠ,1,업뎃후 실행 안됨,짜증나 설정이랑 데이터들 어쩔껀데,2025-06-12T17:21:02-07:00
겅드붕,1,카톡은 최소한. 텔레그램으로 갑시다,검열그만,2025-06-12T15:40:32-07:00
안녕하세요루리루,5,펑에 노래추가 기능 만들어주세요ㅠㅠ,인스타를 못쓰는 사람으로써 카카오톡 펑은 진짜 행운입니다ㅜ 인스타 스토리처럼 펑을 만든것같은데 이왕이면 노래추가도 할 수있게 해주세요,2025-06-12T15:28:34-07:00
머리 잡혔다,1,카톡.. 이런식으로 가면 국민들 다 돌아섭니다.,"사생활, 개인정보, 은행거래까지.. 카카오를 통해서 지금 사용하는데.. 검열.. 제재한다고 하면 계속 사용할수가 없는거지.
정신 차리세요.",2025-06-12T12:46:51-07:00
이것좀봐주세요ㅠㅠㅠ̑̈,1,검열사실인가요,공산당도 아니고 왜 맘대로 개인적인 정보를 들춰보시는거죠,2025-06-12T09:57:03-07:00
whatuwontdo4love,5,스티커,카카오톡 프로필 스티커 꾸미기 개구려요 아이폰 누끼따서 쓸수있는거 할수있게해주세요 제발. 펑에서 열심히 썼는데 펑쓰는맛사라짐. 아 진짜 감다뒤 제발 평점 보세요 의견반영좀 ㅠ (의견반영 감사합니다),2025-06-12T07:52:03-07:00
러러어아을,1,검열 지짜에요?,검열 지짜에요?,2025-06-12T07:15:12-07:00
하앍언조비카이,1,다 찢어버려,검열 찢어버려,2025-06-12T06:45:25-07:00
ㅇㄴ니애앧,5,.,"안녕하세요 위에 뜨라고 별 5개합니다 살면서 리뷰도 처음써보지만 카카오톡은 좋은점도 많지만 안좋은점도 몇가지 있는것같습니다 옾챗 정지를 너무 쉽게 주시는것같습니다 제가 당한일로 말을 하자면 제가 아무말도 안하고 어허라고만 했는데 일주일 정지를 주시더라고요(정확힌 일주일 넘게)주셔서 너무 억울하고 친구랑 장난치며 말한건데도 이렇게 정지를 당하니 
화나네요.",2025-06-12T06:37:42-07:00
그러게말이다ㅏㅏ,1,무슨 권리로 내역을 들여다본다는거임,미친 카카오톡,2025-06-12T04:23:11-07:00
pickpocketer127,5,잠금좀 다시 해줘요,채팅방 잠구고싶어요… 실수하면 어캄,2025-06-12T03:58:51-07:00
Mynuuuuuu,1,카톡검열,카톡검열이 정말 사실이라면 그냥 다른 어플 쓴다,2025-06-12T03:04:35-07:00
요러시툴,1,짜요짜요톡,검 ㅇ 시작. 공 ㅅ당 sns,2025-06-12T02:56:52-07:00
Idess0226,1,ㅋㅋ,검열 역겹네여,2025-06-12T02:35:10-07:00
백인정,3,사진 업데이트가 넘 느려요.,급하게 화면을 캡처해서 보내야할 때 사진이 바로바로 업데이트가 안되서 카톡 갤러리에 안 뜨는 바람에 앱을 아예 껐다가 켜야해요. 전에는 바로바로 업뎃 됐었는데 오류인건지 뭔지 좀 불편하네요. 오류면 수정 좀 부탁드려요.,2025-06-12T01:18:13-07:00
esf5dcvvy,4,카톡,"그 프로필에 음악 넣는데, 거기에 딴 친구들 카톡 프로필 편집하는 거 보면  따로 음악 섹션이 있는데 저만 없어요...어떻게 하는지 아시는분",2025-06-12T00:25:01-07:00
공산당?,1,검열 없애라,진짜 역겨워요,2025-06-11T20:29:39-07:00
ㅇㅂㅌㅁㅎㄹ,1,검열,뭔데 검열을 한다만다하는데 jm정부들어와서 그런가 여러분 라인으로 넘어갑시다,2025-06-11T20:28:18-07:00
공산당이냐..,1,검열이라니 탈카톡 합시다,탈카톡 합시다,2025-06-11T20:11:11-07:00
27276:6:7:83,1,중국처럼 검열,중국처럼 검열하려고하네,2025-06-11T20:01:41-07:00
야리아너보뱌코누바,1,검열이 왠말이냐,카톡 개인 톡도 검열한다고 그러고 서로간에 대화하고 이런저런 얘기할 수 있는 나라에서 카톡 검열이라니,2025-06-11T19:08:41-07:00
퍙챠,1,애플 카플레이,애플 카플레이 연동 안됨,2025-06-11T19:00:05-07:00
쿠우후휴ㅜ아아아,1,6/16부터 카카오톡 검열시작!!!,이제 난 다른 수단으로 갈아탈 예정!! 점점 쓰레기가 되어 감!!!,2025-06-11T18:38:24-07:00
하니둘셋,1,전송버튼 길게 눌러 예약메시지 없애던가,온오프 기능으로 만들어주세요,2025-06-11T18:13:08-07:00
쿠우류삥뽕,1,검열진짜임?,레전드 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2025-06-11T17:50:58-07:00
성능좋은아이폰,1,이재명 따까리 카카오톡 ㅋㅋㅋㅋ,아휴 걍 이재명이나 빨아재껴라 카카오야 ㅋㅋ,2025-06-11T17:31:14-07:00
인절미|,1,공산당이냐,다른 앱으로 바꾸련다 1찍들아 너희가 선택한 결과다 ㅋㅋㅋ,2025-06-11T16:48:15-07:00
폰 꺼지고 며칠 지나면 없어지는 기능 없애,1,톡서랍 모르는 바보,남자친구가 훈련소 들어 갔는데 폰을 주말마다 받습니다 연락은 카톡이 더 편해 카톡으로 연락 주고 받는데 폰 꺼지고 3일 뒤면 사라지는 이 기능 없애야 되지 않을까요 톡서랍을 모르는 바보 같은 제 남자친구는 제가 연락을 안 남겨놨다 라고 생각해 싸우면 책임 지실겁니까,2025-06-11T09:52:42-07:00
훈이777,1,검열,선넘네,2025-06-11T09:05:17-07:00
js0613,1,중국도아니고,국민의 권리를 침해하지마세요,2025-06-11T06:42:01-07:00
휴화능,1,카톡검열 ㅋㅋㅋ,헌법 18조는 왜 있는 겁니까? 진짜 ㅋㅋㅋ 기도 안 차서;;,2025-06-11T06:05:13-07:00
또느베,1,진짜지랄마세여,뭔 검열이예요 이러면 유저수만떨어지지 정신나감?,2025-06-11T06:01:43-07:00
.-/:;;)(56,1,중국 공산당 민주당 검열 반대 자유를 해치는 검열 말도 안되는 행태,중국 공산당 민주당 검열 반대 자유를 해치는 검열 말도 안되는 행태,2025-06-11T04:23:46-07:00
Jesicahean,5,😀,"카톡 잘 쓰고 있는 5학년이에여
근데 그 챗봇 사용법 잘 모르겠어여
아무리 설명서 봐도 모르겠구여
프로필에 영상을 넣으면 자꾸만 튕기고여
삭제된 메시지 보는방법 모르겠어여
근데 그거 말고는 다 너무 좋네여
제가 그 ㅛ키가 잘 안 눌려서 ""여""를 붙여서
말을 해여 죄송해여
그리고 마침표 같은거하고 이모티콘도 잘
안 눌려여 긴글 읽어주셔서 감사해여",2025-06-11T04:19:39-07:00
나는 공산당이 싫어요₩;&:!))/7₩2,1,검열,카카오톡은 반드시 검열을 하면 안된다,2025-06-11T04:09:07-07:00
자유는선조들의피다,1,이재명을 비롯한 중국에 점령당한 카카오톡,"자유민주주의 한국에 이딴 검열을 넣는게 대한민국이 맞습니까? 역겹습니다 카카오톡
이렇기 깊게까지 침투해서 한국인마저 공산당으로 끌고 가려는 파렴치한 한국회사들 정말 그회사들만을 욕할 수는 없지만 너무 비참하고 화가납니다. 그런세력에 굴복하게만든 이시점에 할수있는게 이딴리뷰달게 만든 세상이 밉네요",2025-06-11T03:34:50-07:00
하아아아아아앙아,1,ㅋㅋㅋㅋㅋ,"나 오늘 뭐했게~~~~~~~^,^",2025-06-11T03:29:45-07:00
나아날,1,ㄱㅇ,국민 메신저가 표현의 자유를 침해한다니 실망입니다…,2025-06-11T02:30:07-07:00
Qwer12@@,1,검열이요?,정말 필요한경우에만 사용하겠습니다,2025-06-11T02:26:14-07:00
아오실행좀하자,1,검열 ㅋㅋㅋㅋ개웃기네,쳐망하고싶으면 하세요 안쓰면그만임,2025-06-11T02:11:21-07:00
우키컄,1,카톡검열이 말이 되나요?,검열 한다는디 찝찝해서 사용 하겠나요?,2025-06-11T01:30:22-07:00
실키보이즈,1,검열톡,자유민주주의 안녕히 가시고ㅋㅋ 국민주권국가 베네수엘라 사우스코리아 레츠고ㅋㅋㅋㅋㅋ 셰셰,2025-06-11T01:06:03-07:00
범생이한냐,1,중국에도 쎼쎼~ 대만에도 쎼쎼~ 카톡에도 쎼쎼~,검열하면 그대로 다른 어플씁니다 ㅅㄱ,2025-06-11T00:58:14-07:00
형보수지🛢️,1,진짜 검열함??,"카톡 검열한다는데 이 뭔소린지.. 
진짜인거같아서 더 소름이네",2025-06-10T23:51:01-07:00
pcw2002413,1,카카오망해라,중국자본 카카오 국민들 검열하고 감시하는 쓰레기같은 검열하는 쓰레기기업 공산당의 하수인같은 놈 ㅉㅉ,2025-06-10T22:33:11-07:00
bbq m뒤,1,ㅋㅋ 검열? 장난하나,ㅉㅉ,2025-06-10T20:49:12-07:00
Habe__e,1,형수 로지 찢큰다는 공산당 찢재명이 한국에 당선된결과,6월16일부로 1찍이 원했던 공산체재로 잘 흘러감 카톡 검열 100%열람가능하고 이거 적고 친한친구들과 라인으로 이동하기로함 카톡 공산당 플렛폼이라 이제 난 사용안함  별1점도 아까움,2025-06-10T20:21:00-07:00
1찍들이 만든 ㄱㄱ은 나라,1,ㅈㄲ,ㅈㄲ,2025-06-10T20:12:57-07:00
몰디브가서모히또로맞을래?,1,카톡 검열 ㅋㅋ,"카톡 지분은 텐센트가 어느정도 갖고 있는데 텐센트는 중국 최대 기업중 하나로 중국 자본이 카톡에 유입됬다는거고 민주당이 뒤에서 지원을 하거나 했겠지 ㅋㅋ

카카오톡 - 모든 연결의 시작
이라고 나오는데 모든 연결이 중국 중심인가보다? 

텐센트 중국 거대 기업이 웬만한 한국 기업이나 YG랑 몇몇 회사들에도 지분 있는 걸로 알고 있음. 

그냥 대한민국 자체도 한국어만 사용하는 그 DNA는 ㅉㄲ인 것들이 허다함. 

검열 ㅋㅋㅋㅋ 
6.25 전쟁 주범국가인 ㅉㄲ국 편이라니 ‘상식의 기준’에서 벗어나도 너무 벗어났네?",2025-06-10T20:07:36-07:00
자유대한민간인,1,검열때매 라인으로 갈아탄다,공산당식 검열 반댈세.,2025-06-10T19:59:01-07:00
재미있는게임찾기,1,카톡검열멈춰요,나라에서 시킨다고 하는거같은데 카카오톡 수준이 그거밖에 안됩니까? 자유민주주의 국가에서 개인적인 사생활 감시가 말이되나요? 정지당하거나 무슨일 생기면 탈퇴하고 더이상 안쓰겠습니다. 이게 2025년도에 갑자기 무슨 나라꼴이죠? 이해가 안가네요,2025-06-10T19:33:53-07:00
지림성,5,부탁드려요..,사진전송할때 시간워터마크 설정기능좀 만들어주세요ㅠㅠㅠ 아이폰이요!!,2025-06-10T19:18:40-07:00
스스78,1,인앱브라우저 좀 없애라,"와 이 인앱브라우저때문에 스트레스 받아 미칠것같다 사파리로 열게 하는 버튼도 안뜨고 특히 타 앱 실행으로 바로 넘어가는 링크는 사파리로 열기로 안넘아가서 메세지 복사 쳐 해서 메모장에 붙여넣고 링크만 다시 들어가야됨 UX UI디자이너 한트럭 뽑아놓고 뭐 유저랑 장난질하나?

메세지 복사하는것도 특정 부분만 복사되는것도 아니고 링크만 복사되게라도 해놓던가 전체 복사인게 말이되나 이딴 앱이 한국 공통 메신저라고? 이러니까 다들 인스타 디엠쓰지",2025-06-10T19:08:07-07:00
느엠마,1,중국이냐,ㅇ,2025-06-10T18:52:25-07:00
찢재명구속!,1,검열이라 공산당이냐?,아주 공산당이구만,2025-06-10T18:36:28-07:00
가짜니가,1,ㅇㅇ,검열된 리뷰입니다.,2025-06-10T18:34:27-07:00
아브라함카이퍼,1,검열?,극단적이라는 기준을 누가 세울 것인가? 동성애는 극단적이라고 주장하면 그걸 검열할 자신은 있나? 중국 WeChat처럼 변하는 카카오톡은 정부의 노리개인가,2025-06-10T18:33:03-07:00
지하철앱거지,1,검열? 지금이 전두환 시대냐?,생각 잘해라,2025-06-10T18:23:40-07:00
꿀ㄹ딱끼리,1,검열톡,검열을 한다고라..,2025-06-10T18:14:51-07:00
허버벙,1,이제야 만족하냐?,민주주의 국가에서 검열을 해버리네 ㅋㅋㅋ 이제 시작일거다 ㅉㅉ,2025-06-10T17:34:36-07:00
302호다두들겨바라,1,^^ 공산당 시작이구나,에휴 ~ 검열이 말이냐 ? ㅋㅋ 북한에서 살고잇는거냐 한국에서 살고잇는거냐 ㅜ,2025-06-10T17:26:59-07:00
코끼리전복찌르기,1,응 검열톡,ㄲㅈ,2025-06-10T17:24:42-07:00
게임 trash,1,"사전 검토, 사후 검토에 대한 명확한 내용이 궁금합니다.","아래 항목은 반드시 언론이나 공지사항, 알림 등을 통해 유저들에게 “명확하게”고지해 주시기를 바랍니다.

언론을 통해서는 “사전 검열”이 불가능하다고 PR하고 있던데,
1. 사전 검열에서 “사전”의 시점이 정확하게 언제인지
2. “사후”검열을 가능하다는 것인지
3. “사후”검열은 언제부터 진행할 예정인지
4. 유저들이 우려하는 사전 검토는 “사전에 검토는 싫다”가 아니라 사생활을 보호 받고 싶다는 근본적이고 당연한 권리에 대해서 이야기하는 건 인지하고 있는지
5. 4번에 따라 언론을 통해 말장난을 하고 있는 건 아닌지
6. ""사생활 보호""에 대한 사회통념과 유저들의 목소리에 따라, 과거와 변함없이 지켜지거나 더 강화할 목표(실제 근 시일 내 행동으로 실현되는)는 없는건지
가 궁금합니다.",2025-06-10T17:02:22-07:00
뚜기떠기,1,카톡 검열 나라망함 ㅅㄱㅇ,중국어플,2025-06-10T16:31:49-07:00
ㅋ하츈,5,이거너무좋음,ㅇㅇ,2025-06-10T16:28:30-07:00
유튜브10년차,1,검열ㅋㅋㅋㅋ,공산당이냐?,2025-06-10T16:10:01-07:00
Racle2023,5,다 좋은데 자꾸 오류가 나요,아이폰만 그런건지 모르겠는데 계속 끊김 형상이 있어요 해결좁 안될까요ㅠㅠ 사진이나 영상 보낼때도 안보내지고 그 화면에 멈춰서 넘어가지도 나와지지도 않아요,2025-06-10T14:57:52-07:00
tyjohnny1122,1,검열톡?,검열응 안써~,2025-06-10T11:55:58-07:00
..9199,1,니가 뭔데 검열하냐,불법처하노 검열하면 신고할게요 이재명이 대통령돼서 검열당하는거임? 공상당이냐???,2025-06-10T08:25:10-07:00
맥도포마장인,1,하아........,이건좀 아닌듯,2025-06-10T07:53:36-07:00
캐문미,1,광고,광고,2025-06-10T07:39:15-07:00
안양얼짱,1,검열톡,재밌네 짱카오톡,2025-06-10T06:57:39-07:00
thisway0405,3,채팅목록 광고,가끔씩 광고가 안 뜨면서 렉걸린 것마냥 터치가 먹통이 됩니다. 광고가 뜰 때까지 기다려야 터치가 되네요. 제 폰만 문제인 건지 해결부탁드립니다,2025-06-10T06:26:50-07:00
타ㅐ아 ㅕ뮤ㅠㅇ,1,최근에 뭐가문젠지,메세지와서 어플열고 들어가면 로딩 렉먹어서 터치하나도 안먹고 새로온 채팅도 안뜸 한참있다가나 뜨는데 와이파이든 데이터든 가리지않고 염병임.... 업데이트를 어떻게 하는건지 ㅡㅡ,2025-06-10T06:20:06-07:00
🅘 검열된 메시지입니다.,1,🅘 검열된 메시지입니다.,"🅘 검열된 메시지입니다.
🅘 검열된 메시지입니다.
🅘 검열된 메시지입니다.
에휴 그냥 공산당이네",2025-06-10T06:04:54-07:00
카카오톡검열반대함,1,검열반대,검열반대,2025-06-10T06:02:12-07:00
지나가던유저인데요,5,카톡 단점과 장점 요약본🌙,"안녕하세요! 전 카톡을 얼마전에 깐 유저입니다!!😎

지금부터 여러분들이 말씀 하시는 입력중이 왜 답답한지와,
그 밖에 장점들을 소개시켜드릴께요🙈

첫째로 장점은, 프필 꾸미는 거 너무
재밌습니다.. 진짜 D-day나 음악 링크 같은 거 이어놓은 거 너무 좋아서 꾸미는 맛이 나네요~💞
두번째 장점은, 펑입니다.
펑이란, 뭔가 동영상인데 약간 일기식? 뭐 그런 것을 말하는데요🥹
펑 가끔가끔 보면서 힐링합니다ㅏ
보다보면 재밌어요~🐱
세번째로는 추천친구입니다.
추천친구 기능으로 인해, 제 인맥을
하루하루 넖여 가네요오..🍣
-
아! 그리고 단점칸이 너무 길어져,
여기다 의견을 하나 적을께욤!🐣
ㅎㅎ D-day는 프필에 10개 밖에 못하는데 좀 늘려주기고, 멀티프로필도 좀 많이 늘려주세욧🙈 네 그럼 단점으로 갈겠슴댜!

자 이제 단점은요, 자 여러분들이 많이 언급하시는 그 입력중!!😅
에휴 생각만 해도 답답하네요.
예를 들어 카톡 채팅방이 있습니다.
민주라는 친구랑, 민성이라는 친구가 숙제에 대해 얘기하고 있었습니다.🙃 민주는 ""내일은 무슨 과목이 있어?“ 를 물어보고 싶은데 민성이가 입력 중입니다. 그럼 민주는 기다릴 것 이죠? 근데 민성이도 그 뜨는 입력중을 보겠죠..🥲
그럼 서로 그냥 대화가 막혀버리거든요..🚨 예..
그래서 유저분들은 이런 답답함을 알고 컴풀레인을 제시하고 있는 것 입니다😍
자 지금까지 카톡 덕후인, 지나가던 유저였습니닷!🎀",2025-06-10T04:59:09-07:00
검열반대 ㅋ,1,카카오톡 검열,"국민을 상대로 카톡 검열하겠다는거 자체가 어불성설. 국민의 자유를 빼앗는 행위를 용납 할 수 없습니다. 16일부터 정말로 하겠다면 카톡 탈퇴 해야겠어요ㅋ
진짜 별하나도 주기 싫다 ㅋ",2025-06-10T04:04:43-07:00
검열 반대,1,검열,왜 검열이라는 단어를 쓰는거임?,2025-06-10T03:54:27-07:00
게임 쉽게 질리는 여자,1,검열 뭐임,..;;;,2025-06-10T03:43:31-07:00
셰셰재명,1,검열,이젠 카톡에서 대화하는것도 눈치보면서 해야겠네,2025-06-10T03:21:06-07:00
좋은거만드셨어요,1,실망임 진짜,다른 앱 쓰겠습니다,2025-06-10T03:05:58-07:00
가식떨지븅아,1,중ㄱ ㅜㄱ판,톡,2025-06-10T03:02:24-07:00
에휴진짜싫다,1,검열,"아니 카카오톡 검열 왜 하는데 이게 자유민주주의가? 무슨 김정은, 시진핑 처럼 검열 하냐? 자기소개 할때 한국 말고 스몰 차이나 해야겠다",2025-06-10T02:55:54-07:00
Choice8,5,검열하는게맞지,"니들 옵챗 일베상황 안보냐?애들 성드립 사람드립 아무렇지않네 난무하고 도배하고 별짓다하는 또라이들많은데 차단해야지 본인이 그런말안쓰면 안당하는데 떳떳하면
검열은상관없는거임 문제있는애들만
욕하고 뭐라하지",2025-06-10T02:16:42-07:00
뭔별명이야;;,1,정책상어쩔수없겠지만 딴거로 갈아탈듯,…,2025-06-10T02:11:24-07:00
놈 하는사람,1,검열,검열은 불법 아닌가요?,2025-06-10T02:10:27-07:00
아모가도,1,검열당하니깐 쓰지마세요,사생활 보장도 못하는 메신저,2025-06-10T02:08:31-07:00
